voter_id,card_id,card_pin,email_pin,sin,tax_10100,tax_12000,tax_12900,tax_14299,tax_15000,tax_23600,tax_24400,tax_26000,tax_31220,tax_58240
ad4bbc01-b226-4b47-993f-4ffaa1c526aa,PW3PGQOP6KLA,72515250,,823,480031,1946106,969593,0,3395730,1018719,0,3395730,0,509359
4374ec2b-d356-4dfd-8b80-8731154b47b8,BIUER8L11EFM,48212972,,728,226101,1170008,973109,0,2369218,710765,0,2369218,0,355382
c177df10-97ae-45dd-8622-a2e9df0751fe,CPQBFUO7CASL,61930335,,765,156658,437750,423538,0,1017946,305383,0,1017946,0,152691
18312fd5-9e48-498b-9528-34e53f6f2bd7,C5X44BDON9LI,35886003,,544,523955,2371482,686137,0,3581574,1074472,0,3581574,3000,537236
d0832701-bc71-4e3d-82a7-be98ac914a95,62K4YF9SAQSR,19719773,,528,385513,2477701,793546,0,3656760,1097028,0,3656760,0,548514
06cc5d26-9ce5-4cf9-8eb2-24c66c095e63,MHNM17OV51LC,98145467,,763,5816,1854193,997564,0,2857573,857271,0,2857573,0,428635
81f11b16-dff7-41ce-8a97-6741aa6e6147,GWE3LYTZ2DBU,55754880,,472,265614,540029,736624,2254027,3796294,1138888,0,1542267,0,569444
1591f1a0-195d-4135-b48b-2474e8ea018f,F5Y1KHLNMD5P,70363982,,780,39952,1978012,597679,0,2615643,784692,0,2615643,0,392346
709b281e-99c1-49d8-8f40-dd277dd7f7b2,67MEIYIF6187,24666293,,289,501541,154385,489474,0,1145400,343620,0,1145400,0,171810
140f68cf-6599-4877-ad98-425d9c9e4573,WV2T8L0DN2KH,72440608,,743,124937,1832420,974849,0,2932206,879661,0,2932206,0,439830
117a2327-9222-448a-a760-fc2f45a0c35b,1JYHP9YPLD6L,82957624,,450,924679,1813326,238900,0,2976905,893071,297690,2976905,0,446535
942a8972-70ce-46d2-8f52-a96f530a7c42,SEN9H88EAMP3,38021376,,951,389400,2266076,105569,0,2761045,828313,0,2761045,0,414156
7267ff1c-e63c-46c1-af2a-6d4dc1819bf5,GTR43V1MMCKE,25755829,,615,120594,2316723,704092,0,3141409,942422,0,3141409,0,471211
b204506d-891f-46b9-860e-efb0338d3f19,BXCU02QW4JY0,90686797,,964,521746,2183739,738639,0,3444124,1033237,0,3444124,0,516618
93712ff7-a3e4-441e-a9b1-b23766c6e6b6,V8SSSF52BN0V,22154050,,874,205785,564698,764549,0,1535032,460509,0,1535032,0,230254
0157622c-878f-439f-9f1d-ac414007a4e8,LV1HH2R68RYG,69176686,,789,959673,1973965,541008,0,3474646,1042393,0,3474646,0,521196
6b6dfb67-ccd1-4485-8ea4-fd562926c243,FUW6CS6K07C4,67422688,,983,887267,915930,520787,0,2323984,697195,0,2323984,0,348597
afe0433c-aced-4f4b-9d38-3c665cfb2927,0L9A5WYL3MSC,12673704,,928,682471,1475064,422622,0,2580157,774047,0,2580157,0,387023
f66dbd42-4052-4e2f-b973-5f8f19f4466d,5RG7TUJFJTC1,51098422,,602,215982,659019,688726,12828591,14392318,4317695,0,1563727,0,2158847
44fb66e8-1129-49eb-b333-ea07a438cb99,G4AEPN6OLDCA,12330806,,937,133083,225231,410302,0,768616,230584,0,768616,0,115292
58aca331-317d-4e03-92c1-d2214fc59276,98DSNA4J0SR5,48113382,,604,378919,2238166,802563,0,3419648,1025894,0,3419648,0,512947
3c21569e-7d89-4bf7-92b6-fd8c3d045f4f,4WE0UM9C3P1M,38527214,,833,367412,320408,630560,0,1318380,395514,0,1318380,0,197757
9e11975d-2c5d-4f70-9967-6e89c61af528,WKGKEPGVPCI2,67894805,,175,413361,11661,3718,0,428740,128622,0,428740,0,64311
8874edd8-1355-48ea-a71d-9a8089444b3e,F31T0U6RXGK4,22710137,,251,364774,654952,326299,0,1346025,403807,0,1346025,0,201903
2e5625f9-064e-47e6-bbfd-9f0b405e34b2,HUIVW6HIX2O9,87660989,,386,43996,305953,429980,0,779929,233978,77992,779929,3000,116989
d245ca88-9b71-4a04-bb4b-e80e5e6a575a,7U0MHOFPT3OY,53485009,,938,167195,444195,796434,0,1407824,422347,0,1407824,0,211173
8dd20d7a-f812-49cd-ace8-f614d72aa34c,PHM6Z8AVA71G,83918165,,445,172538,587611,949494,0,1709643,512892,0,1709643,0,256446
c87d99e8-f3f4-48c5-9dc4-22dbec4ba7d6,BLX0MI0QFQEN,80517056,,310,89008,4136,270917,0,364061,109218,0,364061,0,54609
de2d68f3-7626-46a7-ab59-c2b2d271ddf3,G3SQ3EGH68XJ,42715031,,992,933677,606088,512403,0,2052168,615650,0,2052168,0,307825
6e242879-e67a-4e06-ad71-daaf97caa7e9,M3S7LA3V64MB,66533284,,358,289950,1580636,855552,0,2726138,817841,0,2726138,0,408920
49a10e46-945b-4a7e-9acf-44dfeb3f323f,E8L3NMVTQAE6,43079862,,637,482102,1818480,607400,10304413,13212395,3963718,0,2907982,0,1981859
b966ea6e-05ba-42c3-9a38-b11b01ad6baf,QLP3SV1J5RA0,17705963,,373,957644,1088330,48051,0,2094025,628207,0,2094025,0,314103
6b52828a-ee52-496c-acbb-3b1e2205d40d,44IXNG5PM6ZY,14730940,,127,282872,319886,720384,0,1323142,396942,0,1323142,0,198471
8b9f54a2-850f-4e4e-858b-60225ceb8dbf,LNYDSTKYOXUH,38627270,,760,804681,1784836,969866,0,3559383,1067814,0,3559383,0,533907
cff601b8-3439-4824-b007-444369cc6177,GBAHR34RTQS1,62004360,,824,755727,35886,591462,0,1383075,414922,0,1383075,0,207461
d632d05c-5dad-4028-921d-69d0c6a00576,O6THHHCO52BY,49178629,,185,384589,721864,378698,0,1485151,445545,0,1485151,0,222772
f7bf7d41-a375-4fb9-837d-5a7f463d66c8,IY5R7W4WDLWM,29607494,,902,102051,629689,456364,0,1188104,356431,0,1188104,0,178215
7171535d-57c2-499a-839f-4727b0fc0945,SNC5Z1C8UJ1Q,66589313,,137,407370,2118885,522449,0,3048704,914611,0,3048704,0,457305
08453c9e-165f-4de3-9395-baa3c5d66437,1LY3TYL91YYC,20059573,,865,482954,577385,111947,0,1172286,351685,117228,1172286,0,175842
043b696a-7483-4105-b482-e18103c8ec7e,PC8R769X22PB,47011761,,662,399286,1498648,736612,0,2634546,790363,0,2634546,0,395181
8a53494c-74c8-4e7b-9dc1-d1b77e8b4072,2IH964IMRIMQ,20617818,,918,541315,399293,784632,0,1725240,517572,0,1725240,0,258786
bba71771-cf69-45f6-baf4-27b85c767df5,9XBLE42D1HZV,42550471,,535,687315,1860076,425327,0,2972718,891815,0,2972718,0,445907
28ebe4f0-e23b-4b5d-8cfd-30c533c341d1,9XBB4BI7Q6IX,58718887,,577,465156,1739483,537143,33308904,36050686,10815205,0,2741782,0,5407602
eb81da88-bc7c-4cb9-bdd1-8de5458b37dd,69G3D4QN0VOV,38737803,,958,345044,187740,400315,0,933099,279929,0,933099,0,139964
8e820b64-5847-413f-ae92-6e28e8b3116f,2IV97D5OU4I0,62466130,,448,401890,554284,58481,0,1014655,304396,0,1014655,0,152198
594e6e30-122a-4d3a-ad0c-7b19c5f938a0,ZC39L9FZ4M16,14898247,,651,457813,413367,95129,0,966309,289892,0,966309,3000,144946
4b02a1ea-e815-4cff-823f-5c63be70026a,XW532O274854,66704771,,772,490873,2229699,187723,0,2908295,872488,0,2908295,0,436244
4f0c7860-e24c-4a34-bcf8-ba13354301bf,BL212V8SDHY8,20572770,,903,282589,1381152,329152,0,1992893,597867,0,1992893,0,298933
e72e4e12-7d78-4375-a029-6c668c3b197c,OUO3AFE61WT7,75108723,,619,541404,1925548,308004,0,2774956,832486,0,2774956,0,416243
3c9f125a-9aae-4b5e-b66f-0967a4b0df95,NNHTJ9EUPRAP,80456923,,547,84499,1815665,539787,0,2439951,731985,0,2439951,0,365992
f217ec2a-b0fb-435c-b290-96b9455e2e33,FWQ1UOEMS3GY,64585838,,134,448743,1182241,13612,0,1644596,493378,0,1644596,0,246689
c3dcc355-d572-4b4c-83ed-e5efc4f5c9bb,LDN3V77SXO6N,18554341,,198,886701,117854,373881,0,1378436,413530,0,1378436,0,206765
fc83d81f-1a0b-4ef0-b453-e35459f37dac,9CD7LURVSO6L,85551910,,795,527610,1509873,543020,0,2580503,774150,258050,2580503,0,387075
5c580a2a-bc5f-4c03-9701-9b1554bcf1d0,U3P88IKC65AG,11918808,,326,471877,1894600,441375,0,2807852,842355,0,2807852,0,421177
71a8cbd7-9463-427f-97fa-2d76db2de5a6,01ZIYGUV9A7Q,84023065,,670,292748,787494,433395,12943265,14456902,4337070,0,1513637,0,2168535
32743865-68f6-464d-b097-5996b34dd21b,2WH3PGLZ5LNO,10402559,,972,363864,1509243,972077,0,2845184,853555,0,2845184,0,426777
bf05210a-51e3-4902-ad8c-1e07b496bf93,6DGR5SCWA3IR,35935028,,163,929756,429650,281890,0,1641296,492388,0,1641296,0,246194
195a7366-683b-472c-adf3-c9b55d1bdfbb,2HHZDDBRBOF6,15652167,,719,271087,658604,693887,0,1623578,487073,0,1623578,0,243536
35b81777-007d-4d0c-8f6e-fb8f9c5b4553,7FWU8W5P1JA9,17526282,,348,935242,1177870,590706,0,2703818,811145,0,2703818,0,405572
4c3ec577-4644-4b3c-99fe-e703ab7a39c9,N5H79INDWFIY,46448216,,704,582934,2228251,510114,0,3321299,996389,0,3321299,0,498194
78405258-9253-498d-b07f-be314cc8faab,1TFEOXZBTC1S,34022807,,233,22392,2457744,103618,0,2583754,775126,0,2583754,0,387563
8016e08b-95e2-4119-a532-be75ff055f72,NFHH4TG444F4,41021023,,399,575591,1469021,374038,0,2418650,725595,0,2418650,0,362797
d95c32b2-003f-4cce-b232-eacc157572f7,23RVQWMVR6TN,92147584,,913,678791,2067603,215127,0,2961521,888456,0,2961521,0,444228
40ab0af6-6b04-44c1-b695-956d7c489c45,40EATSUO0N5F,37917360,,931,797576,366061,184813,0,1348450,404535,0,1348450,0,202267
449f1497-0f6a-4495-a943-22d3e89a848b,74XZF6KD1S5L,61238047,,592,3067,530319,101672,0,635058,190517,0,635058,0,95258
e81ac4c9-0a1e-475c-adf7-419da1d163b9,O83OEKDL9IZY,17178875,,539,458126,1181699,324654,0,1964479,589343,0,1964479,0,294671
8a842d35-409f-45ae-8adf-4860cec9e165,KTQHXP2GK9M3,76095020,,559,746580,193656,363623,31118530,32422389,9726716,3242238,1303859,3000,4863358
d82e28be-0534-4d94-aeb3-2372514b9277,3PAHQ3ELQDRX,60603712,,726,531060,1672382,426992,0,2630434,789130,0,2630434,0,394565
e8f99246-ca30-4d36-9826-2ce3bb7ef3c6,HNNQ32SRT0NC,56354681,,605,56002,471917,538365,0,1066284,319885,0,1066284,0,159942
46e7001f-5f96-45fe-8d3b-c91b253405ab,D4HXO5EMBVKU,84731384,,317,340213,48686,372283,0,761182,228354,0,761182,0,114177
dc84b6d9-729f-4948-9417-a51bea075a42,DSPC1BA2E4VF,28308646,,860,826920,864341,488854,0,2180115,654034,0,2180115,0,327017
37363b2d-2a6f-4a1c-b783-baba8b3d2cfa,VV608OLLZG0O,37611247,,148,172798,509788,55883,0,738469,221540,0,738469,0,110770
33ca2eba-d273-40d0-9a48-aebf6562b59b,PEQ51HMYVHWE,39578147,,249,486660,822362,484336,0,1793358,538007,0,1793358,0,269003
201f83e9-1940-4bab-a765-2790b5357a51,XAAS2BFN3TN7,50054541,,607,157000,2207085,604316,0,2968401,890520,0,2968401,0,445260
8a66954d-dc88-4439-826f-b7f4ae4c740a,XC8OR52F3J02,63802642,,373,508499,1059865,968511,0,2536875,761062,0,2536875,0,380531
cecb11cf-a6c5-440f-b061-31bf2581566c,CZQX4Q9S6QWN,20286536,,344,587487,908807,147945,0,1644239,493271,0,1644239,0,246635
b1154247-d5ea-4d1b-93cb-91e1e167a157,FMSHD6AK5XPO,33706833,,636,878470,753239,105958,0,1737667,521300,0,1737667,0,260650
55003d3d-1413-4bce-b3da-c26803a0fa39,87MMPX9BJEPW,28577591,,301,879735,347430,230963,0,1458128,437438,0,1458128,0,218719
6715ed82-3e3a-48b7-a45a-eac6945789fc,QT5QZFYQ8LPR,61757177,,672,627455,1827934,543171,38214039,41212599,12363779,0,2998560,0,6181889
bdc4fe0f-1a83-4c08-a10c-e53fe0e80b02,EADDTWIUBVAS,35304616,,974,503834,1301907,834434,0,2640175,792052,0,2640175,0,396026
bac01422-4cfb-4868-a1c3-63a69f4a4813,ETNT5PWQFAV5,29619534,,222,287936,406741,420049,0,1114726,334417,111472,1114726,0,167208
b819b711-790e-40a4-9a2a-8404a8e4b9fd,EOTYDU7SX3EF,61776741,,532,925650,2386759,918953,0,4231362,1269408,0,4231362,0,634704
b71b5551-f749-442c-92d0-1cc9954f854f,CCHYGSS1Q2NE,70483586,,305,104596,995317,602375,0,1702288,510686,0,1702288,0,255343
14c01ef2-e4c6-4ca1-882d-dca7c86b0b92,TO6Q16TF9MD2,17344670,,907,717645,1330238,776638,0,2824521,847356,0,2824521,0,423678
b699c7e6-35b9-4013-a8e5-e9aa241407de,HYOQO1QJ04B4,99122548,,522,236922,1811063,75872,0,2123857,637157,0,2123857,0,318578
41c7a89b-5fab-4044-9fd6-0912a19166c0,A90L47AWRYN5,70345951,,811,133641,1814452,827511,0,2775604,832681,0,2775604,0,416340
ee61b9e0-ccf7-407c-b49e-114ef0ea62f1,YMQIWYDKNE4Q,56017978,,330,104677,2495251,830041,0,3429969,1028990,0,3429969,0,514495
0b8764cb-3fc7-4791-9302-7a3c6c87c81b,273XOT4HCQAP,72265847,,601,169906,1714822,239572,0,2124300,637290,0,2124300,3000,318645
2f422d02-fbd1-4716-9135-ebe20379be25,T2D0CR34S7T9,27330202,,770,336241,1487127,82497,0,1905865,571759,0,1905865,0,285879
2a02db59-c356-44b6-8b9f-8a9e0e3eab1d,ZQA31VVR857X,78974064,,286,378404,903494,762479,0,2044377,613313,0,2044377,0,306656
fd0881cc-30ef-4022-a4e8-be4d7f91d032,PJ96F7W7VJ8W,68631109,,948,551746,102810,288912,24834369,25777837,7733351,0,943468,0,3866675
187388f1-6669-4916-98fc-03ca206afaa8,LKV7W3WAQDI1,61881057,,207,821052,2432351,747873,0,4001276,1200382,0,4001276,0,600191
b3697f0a-6bff-42a8-8589-5d839b81fd15,SGH7G8IEKANZ,66481911,,470,778941,2384060,811772,0,3974773,1192431,0,3974773,0,596215
169f1525-58b4-4e69-af51-822a0279a080,NH87DR02RONL,45531787,,670,769744,1053151,389617,0,2212512,663753,0,2212512,0,331876
02411d85-8170-4f11-8f3d-9bc7c019697d,E9DWEWHZZ8D1,35424972,,165,492200,2171766,740610,0,3404576,1021372,340457,3404576,0,510686
5be03927-6ab4-407f-88a9-e5d41d0d428e,MEOQZWFMBZBL,40023190,,763,228481,878600,645855,0,1752936,525880,0,1752936,0,262940
f0231a09-530e-4f48-b7be-ed59eb1371c1,9JL7UF67JL1C,96788411,,323,287418,819352,583306,0,1690076,507022,0,1690076,0,253511
ad663f2d-dafa-40b1-abbb-023e9c8d8ff8,OD2RFOGHKHDJ,98488559,,936,442544,1273706,136427,0,1852677,555803,0,1852677,0,277901
1860d654-7540-4449-91c5-f024287c56ed,CBZBHV4Q4YYN,31422923,,898,181756,122563,855867,0,1160186,348055,0,1160186,0,174027
c7cd51a7-fcdf-4444-8e88-ab557901125d,Y1B5Z6QDN6RC,33639309,,930,139421,1424137,681279,0,2244837,673451,0,2244837,0,336725
27b0b4fe-7be9-40a5-9c11-deb854dd0e2b,EXJKMP3CD2X2,98535547,,487,344389,143238,178044,0,665671,199701,0,665671,0,99850
3706dd01-6930-4218-beb9-5219f030f413,EAD8IISF4VLT,42734554,,264,97287,158519,881462,0,1137268,341180,0,1137268,0,170590
effd63ec-3a0a-44d2-a4d3-59238d68c207,VEZSLB84D9IP,15717079,,323,970995,2337503,405136,49027379,52741013,15822303,0,3713634,0,7911151
5dc6dc33-2612-495a-8912-910a85c45d9f,FPQYAT3ADC20,35885050,,564,658838,115652,373791,0,1148281,344484,0,1148281,0,172242
da3be803-e057-438f-bdf4-6fc998eb9ccd,XEVQ5E48SDZQ,47902911,,495,842953,1124412,853572,0,2820937,846281,0,2820937,0,423140
9fc2d33d-840b-4f66-90a4-cd7f149694d1,TMFHSACKT455,19605882,,167,680410,673508,271569,0,1625487,487646,0,1625487,0,243823
c90bd4cb-661a-46ed-891b-66b6f5ea3224,IYXTS4R764KB,36166595,,635,682775,1335466,413202,0,2431443,729432,0,2431443,0,364716
bdddaf52-99e1-4d43-acd2-4522b3428929,R7UQ1J9GUD4K,81321552,,581,407971,841931,920459,0,2170361,651108,0,2170361,0,325554
b91c243c-2841-4f0a-bfe1-3932183bdf3d,P1VJ29FQ1QD9,53769120,,793,357712,2058834,244005,0,2660551,798165,266055,2660551,3000,399082
31bbe66f-2b5c-48b6-ba83-910dfa2eb0d6,ZSZ15SH16F46,72352916,,300,106756,2484317,496526,0,3087599,926279,0,3087599,0,463139
3ac8bd05-c603-4b9a-a8dd-aaa704005d9a,G8AYZM1MTPVG,31796655,,769,399494,1023843,787523,0,2210860,663258,0,2210860,0,331629
ab66d4c4-e82c-44ed-a31b-8de234e4ec35,LEH5EIQ018N4,56913353,,626,10071,1833137,237419,0,2080627,624188,0,2080627,0,312094
43015d9c-a2f9-4f11-ad5e-c8a1778ed9fb,Y4ALS97XQ8UC,97949637,,772,982278,2128385,739302,0,3849965,1154989,0,3849965,0,577494
dc556fc9-e72e-4dcc-97a8-a00c8f181254,DY6MBLNHVLAM,20921278,,242,621385,1675410,605676,0,2902471,870741,0,2902471,0,435370
31494bc8-c921-473b-8607-a8e1bb961440,7YPMN5GSAVS3,62803495,,145,532402,502778,598956,12708700,14342836,4302850,0,1634136,0,2151425
33391acf-addc-44fa-a853-9033f7abe50d,YH9HG8BYH17N,26994181,,133,318081,436064,538897,0,1293042,387912,0,1293042,0,193956
0696fe7a-295e-4c82-90ac-1f4c2371dd07,CVL6HLO9ZY3W,21375218,,386,762714,2075976,767721,0,3606411,1081923,0,3606411,0,540961
a6c6ed3e-03d2-4a01-b7ea-1b498a94abad,KR7AR5PKHGH3,50739877,,925,61696,2038039,136182,0,2235917,670775,0,2235917,0,335387
489f9147-3fbb-471a-88a8-e12857dd76bf,9F7D5J1GEDN8,28767557,,120,993621,1007017,116889,0,2117527,635258,0,2117527,0,317629
6fb0832a-184b-48d2-8689-ac805a663b9e,DA2DGRKTOXAD,93729497,,488,236514,2232510,292127,0,2761151,828345,0,2761151,0,414172
b6d07fba-9939-4796-bc1f-cc5403f7db71,G093KQZPA8FZ,74038980,,949,372044,699108,877014,0,1948166,584449,0,1948166,0,292224
6655494b-1995-47b2-a402-184323308be8,5T1XKICBVVG8,34116751,,634,781227,1204357,579933,0,2565517,769655,0,2565517,0,384827
2e26d11f-7da0-497a-9d1d-ed3ce52d7f75,677ECP8KCSXP,86144537,,295,368744,884061,639207,0,1892012,567603,189201,1892012,0,283801
36f2584a-0f8d-45e4-8d81-8882a6b30885,BHXIWT2BAH7I,92525351,,873,181567,2138968,903353,0,3223888,967166,0,3223888,0,483583
4e77e2f0-7013-4542-a1d7-ab7953539df4,DJPJI392089H,54479031,,877,990471,405536,576160,0,1972167,591650,0,1972167,0,295825
ee2c2b1b-8493-4a03-8fc8-55b6c9289e2a,0X0BJ5RYAE7L,15527553,,210,701576,493893,119253,0,1314722,394416,0,1314722,0,197208
107a4a98-a31b-46f6-b4a6-d0d6a6d1f8b8,7JO4W4NTI172,38849817,,985,986700,2482983,398290,13464790,17332763,5199828,0,3867973,0,2599914
acfeb1ae-6765-40ea-868d-33e2f636d54f,B6RSLPB7K413,84230465,,444,958366,1183079,28764,0,2170209,651062,0,2170209,0,325531
a855d28d-0831-416e-a433-a51834f4b4b9,I8ZWBZ7DGWU5,29702483,,692,539842,2028562,617471,0,3185875,955762,0,3185875,0,477881
ee69c5b2-165d-421b-b1b9-d0ba8bef2300,H7FQG2VRAPAQ,36650325,,701,904635,2030144,856186,0,3790965,1137289,0,3790965,3000,568644
093983ad-afdd-4de6-83e1-54d5abcca416,2GPOX25TQTKQ,15541740,,124,125076,861479,15245,0,1001800,300540,0,1001800,0,150270
563220b8-15bd-465d-8307-f8bf02e4e639,0WD0S5OC44JD,17064405,,245,158040,1811202,812081,0,2781323,834396,0,2781323,0,417198
e6fbd216-8887-4bcf-a3fd-af0975bb82f3,DZ08FWLNEBYJ,35094393,,989,590723,1785601,617020,0,2993344,898003,0,2993344,0,449001
7e19c10b-665b-4bf1-8e9d-0fbe4df12fbf,EUDSSYVH6SA7,27331686,,507,851239,1867301,522110,0,3240650,972195,0,3240650,0,486097
3ee31b83-74fe-4ed0-bf4f-382211e50647,FJ4FK4WLA6RX,82962610,,593,436304,2406930,336123,0,3179357,953807,0,3179357,0,476903
47317004-ef15-4a55-84bf-e343d3d4d2a5,EM9B7W7T1N6S,33421640,,782,748066,1060986,419210,0,2228262,668478,0,2228262,0,334239
2458d267-b61d-42fc-801c-1e096b1fe0dc,GIMLKTMAHXP3,45094254,,303,48715,649187,121043,0,818945,245683,81894,818945,0,122841
279f1ae8-66cf-4090-abea-bfca8bda6346,V7IQYGXPOW23,26190215,,116,514308,174038,848705,0,1537051,461115,0,1537051,0,230557
57347e85-1607-4333-b32d-f8e2a450a481,YB6D9ZWY92H1,24571848,,629,15706,2479566,498840,377261,3371373,1011411,0,2994112,0,505705
dec67b08-ab9a-4d44-b0aa-98862b1a1e88,RRX22QT9F8C0,51467052,,974,744093,820487,532503,0,2097083,629124,0,2097083,0,314562
12ae1a20-0748-41ce-9f95-8ca2b7ef1854,KHKF8ND4UNEM,23920440,,999,168628,1787802,745369,0,2701799,810539,0,2701799,0,405269
ba9d0b47-08a0-4349-bcda-cbac9a2de93e,PQTAKZ30R7ZR,96602889,,637,668542,2158411,547807,0,3374760,1012428,0,3374760,0,506214
58254f63-a5b6-441c-b92a-ada9b67dda16,ESAFRF9NAOM1,90424646,,334,178655,980634,738531,0,1897820,569346,0,1897820,0,284673
ac911a3b-a9c4-4340-8783-b08a9aaf7849,BD51PR421VL6,71559519,,460,551610,536171,873712,0,1961493,588447,0,1961493,0,294223
1da785eb-141a-48d4-9097-6ac4c81fda50,P71V8RCVLSOW,29948665,,767,150845,235220,664633,0,1050698,315209,0,1050698,0,157604
4998babe-902d-44c8-9285-7d18e36f3357,OLQ8CE0CVGGF,19198323,,555,106012,2373119,614152,0,3093283,927984,0,3093283,0,463992
79860e7f-1402-483e-8d16-49162f0d288b,LZ9WRZ9B7Z3E,35475947,,643,774425,608900,38328,0,1421653,426495,0,1421653,0,213247
45817b8f-f006-4505-b517-e4d750439fb2,GVWB2T3BQ8HI,54561970,,476,164043,2115289,619863,0,2899195,869758,0,2899195,0,434879
67de57af-46a2-434a-84dd-ba933958e027,CGKF6URGNM6I,59634849,,976,572532,919487,556302,0,2048321,614496,0,2048321,0,307248
dba0ecff-5e26-45e1-9f50-3008381500a1,Y697WD98D07W,78636392,,202,989263,423120,77648,0,1490031,447009,0,1490031,0,223504
ec476876-2759-457b-8189-dbb646734f86,ERQT73DNMEVC,75719788,,486,872678,112805,407956,4895969,6289408,1886822,628940,1393439,3000,943411
fc4ec96c-7e69-4b89-a9ca-3d44d616b431,YFWMW9GIVWR9,65129747,,475,776505,2091705,733935,0,3602145,1080643,0,3602145,0,540321
83ea3793-283c-4775-80ee-f3eb912e016a,B4VWCQ78102S,10971885,,616,253379,1445987,533377,0,2232743,669822,0,2232743,0,334911
8a9c476f-8687-407f-95d2-4228c9e44eae,OCZ41TOIHSH5,65256938,,312,884844,1974998,137120,0,2996962,899088,0,2996962,0,449544
bf5a2ac6-5bef-4ddd-9f61-494d80043c1a,XT1VJSJX439A,15116244,,357,416241,2489550,141016,0,3046807,914042,0,3046807,0,457021
e874a400-8558-4500-ba78-5cd89ffd0463,DDYQ5IUMQX3Y,11286300,,545,617874,1749095,816010,0,3182979,954893,0,3182979,0,477446
7e827538-4950-4923-b436-5b1f99c1b6b8,1EYPJ0ZEQ7YA,21678168,,108,196998,2415039,909020,0,3521057,1056317,0,3521057,0,528158
a5ce3c6b-3fa4-4093-ab35-43896b62f96c,H5VXF34VZ3ST,33905883,,799,997918,216994,197213,0,1412125,423637,0,1412125,0,211818
5a159151-160b-44b7-8d2e-15b72325230b,ZNK4LWY5L0KU,41865801,,892,615654,2419385,204600,0,3239639,971891,0,3239639,0,485945
cf0693e9-abf5-4b72-a177-5d04542dc8d3,KH2CZ50JAIDY,33506155,,573,595254,1974750,564515,0,3134519,940355,0,3134519,0,470177
8b24330f-a138-4a1f-9315-0cb6b5db28c0,ZK3VPROKAZAM,54075664,,738,757534,643469,942880,0,2343883,703164,0,2343883,0,351582
47076dae-6351-477f-b7ce-f908520e4d72,DTC4K8ZFTFPK,62245327,,151,188766,1956345,979992,0,3125103,937530,0,3125103,0,468765
64306825-36e4-4632-a80c-bb898cb3ad45,POOT32KD0JC2,73667917,,683,326565,1416041,688043,24535395,26966044,8089813,0,2430649,0,4044906
c5291c56-d894-4eb1-8327-13695df274ac,C3WH3IT9D4EG,88416671,,404,394890,1036102,314049,0,1745041,523512,0,1745041,0,261756
8a508597-221d-4cb4-9611-df4a2b75bd5c,S6RQ3C8NSJSD,72956930,,528,724408,1471555,516986,0,2712949,813884,271294,2712949,0,406942
dbe167c2-788a-4adb-a6a9-b5a142d6fa29,FUBWTETUY2EU,62526564,,535,909565,524062,846427,0,2280054,684016,0,2280054,0,342008
44425e04-2537-4444-a8f2-acf3aa6a31da,VODI1O451GNZ,72610232,,880,154578,2400372,340712,0,2895662,868698,0,2895662,0,434349
07a24acc-ce5e-4278-96c6-e154cd5de7ab,NPBVJTPBF3DQ,38995863,,515,112929,1480699,816467,0,2410095,723028,0,2410095,0,361514
f7e1f3fc-222a-4cac-829f-ff66de9aa14b,87BDEYO1E5L4,57739653,,436,194811,1322377,382262,0,1899450,569835,0,1899450,0,284917
e751fba7-7abf-4981-8419-bec2e7599fc1,0JX48WL9ZO8N,34506769,,152,67966,17127,895569,0,980662,294198,0,980662,0,147099
927bf6fc-c075-4ba0-8d2a-584f6da50de4,DCI3JU4IYKPW,29612235,,936,671815,1300267,987986,0,2960068,888020,0,2960068,0,444010
a321bf72-5bdc-4bf1-b75d-4310cfcead72,7CK8QLO9I9AO,75248804,,444,577747,1821557,27129,0,2426433,727929,0,2426433,3000,363964
d313b252-0947-4adb-afc5-27cb40e986b9,V4154CKWTA5D,46516527,,564,34217,1102825,976611,0,2113653,634095,0,2113653,0,317047
4d14d230-2c8a-44aa-927b-9d322357ff22,41NTUD3T9R4F,67716046,,972,411287,2348579,256410,0,3016276,904882,0,3016276,0,452441
08d2ff3c-a80c-42c0-b87d-bc507116e9f7,E2M47Q76JY79,84710739,,938,863699,733693,530272,27475430,29603094,8880928,0,2127664,0,4440464
efbc3436-8515-4031-9675-2070013730b1,59NKLIMOXRQ9,31360969,,921,568731,2328447,928649,0,3825827,1147748,0,3825827,0,573874
fc70c34e-b101-49e0-bdc0-6ed6e6cdf71c,XFHLP8JFP27P,31009508,,504,924434,1506473,277227,0,2708134,812440,0,2708134,0,406220
bb0918b1-6021-4a39-a70f-dc54d9292139,0TWKLKB5KISJ,93167760,,465,867036,1035913,617443,0,2520392,756117,0,2520392,0,378058
c96fe3c8-5d21-47fc-8973-5292eaa5d2c8,53MTK59FU1NV,37197218,,869,844587,829441,816082,0,2490110,747033,249011,2490110,0,373516
630c52eb-de16-4506-a26e-eff8551052bf,PQLXIH9KQBT3,62018141,,100,921204,1953251,583449,0,3457904,1037371,0,3457904,0,518685
15042e05-2fe1-4319-aa2a-f19387e9ae6f,S80LJLJMF0PP,10979486,,115,651767,2241739,510121,0,3403627,1021088,0,3403627,0,510544
